"","id","a_0","a_1","a_2","l_0","l_1","l_2","m_0","m_1","m_2","n_0","n_1","n_2","o_0","o_1","o_2","p_0","p_1","p_2","wa_0","wa_1","wa_2","wax_0","wax_1","wax_2","wsx_0","wsx_1","wsx_2","e5_0","e5_1","e5_2","h_0","h_1","h_2","s_0","s_1","s_2"
"49",49,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0.963482165688961,0.762169599352838,0.734146084655484,0.963482165688961,0.73433681620676,0.539110498436567,1,0.966210043230901,0.852499801694189,3,1,1,"H","H0","H00",0,0,0
"50",50,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1.00424831650864,0.683201279764567,0.840396043777547,1.00424831650864,0.686103735040117,0.576598864548712,1,0.338874234611184,0.104344133884753,3,5,5,"H","H1","H11",0,1,1
"51",51,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1.0102423562848,0.689463612978737,0.693965174097398,1.0102423562848,0.696525344948274,0.483364332270279,1,1.5789170549449,2.60842269740107,3,2,1,"H","H1","H10",0,0,0
"52",52,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.957956158940521,0.941850134423051,1.43919343785933,0.957956158940521,0.902251137069519,1.29851391577157,1,0.96528609768976,0.947393129257435,3,2,1,"H","H0","H00",0,0,0
"53",53,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0.985755233532508,0.928044271208272,0.872693206335752,0.985755233532508,0.914824497293417,0.798361123777484,1,0.867362723157318,0.773710232188283,3,3,4,"H","H0","H01",0,0,0
"54",54,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0.991614066245504,0.766382661336432,1.33541007146908,0.991614066245504,0.75995582710787,1.01485266539146,1,0.867558704212048,0.750830622289121,3,1,1,"H","H0","H00",0,0,0
"55",55,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0.949026462615607,1.08416548831414,4.13917598278563,0.949026462615607,1.02890173826469,4.25880536367158,1,0.973404543828283,1.02819553042403,3,4,1,"H","H1","H10",0,0,0
"56",56,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.995726636596579,0.936979315531671,0.879589574946428,0.995726636596579,0.932975262414916,0.820635314503068,1,0.987079970312596,1.04957676577884,3,2,1,"H","H0","H00",0,0,0
"57",57,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0.985755233532508,0.7031460412952,0.863086356357974,0.985755233532508,0.693129890144409,0.59823095136754,1,0.867362723157318,0.775419242655885,3,4,4,"H","H0","H01",0,0,0
"58",58,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0.981461242507494,1.75073599568565,0.912046450277342,0.981461242507494,1.71827952562824,1.56715074193347,1,1.01331465320909,0.90732960343237,3,5,3,"H","H1","H10",0,1,1
"59",59,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0.995726636596579,1.09949514242604,1.15272430704247,0.995726636596579,1.09479660012216,1.26199865222827,1,0.987079970312596,1.02056991140092,3,3,2,"H","H0","H00",0,0,0
"60",60,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1.03869589341417,0.668119898703857,1.47291810125271,1.03869589341417,0.693973395091989,1.02216597541879,1,1.53716325109374,2.52961288331553,3,2,2,"H","H1","H10",0,0,0
"61",61,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1.05642868930685,0.861425508169783,0.917145658189908,1.05642868930685,0.910034620531287,0.834634301022771,1,0.86980240205304,2.81268643840667,3,3,4,"H","H0","H01",0,0,1
"62",62,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0.985755233532508,0.7031460412952,1.32879078728123,0.985755233532508,0.693129890144409,0.921024612413144,1,0.867362723157318,0.775419242655885,3,4,4,"H","H0","H01",0,0,0
"63",63,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1.01444983437373,1.4678478311769,1.08435242103236,1.01444983437373,1.48905798922324,1.6146636356718,1,1.15571125381099,1.02736574820031,3,5,2,"H","H1","H10",0,1,1
"64",64,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0.920262644379937,0.757788502132981,1.35862575886411,0.920262644379937,0.697364450853609,0.947457306245839,1,0.99547364550478,1.06092680531954,3,5,3,"H","H1","H11",0,0,0
"65",65,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1.06107952122052,0.697593876546641,0.725755017530547,1.06107952122052,0.740202576532476,0.537205733907483,1,0.99942090800992,1.02392572528836,3,1,1,"H","H0","H00",0,0,0
"66",66,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.976867743603744,0.646866841076122,0.588074087394614,0.976867743603744,0.631903351454113,0.371605986727975,1,1.53202614774998,0.498752029623479,3,1,1,"H","H1","H10",0,0,1
"67",67,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0.991614066245504,0.688904306336158,1.48250447126282,0.991614066245504,0.683127200460035,1.01273912912326,1,0.867558704212048,0.788840248763157,3,1,1,"H","H0","H00",0,0,0
"68",68,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0.986805622974178,0.919840574259458,0.719295253810132,0.986805622974178,0.90770385091903,0.652907071831238,1,0.86481392386148,0.75383904021562,3,2,1,"H","H0","H00",0,0,0
"69",69,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1.00377205516389,1.10302727891021,0.765908509349965,1.00377205516389,1.10718795865353,0.848004678982555,1,0.846893186480431,0.729929100302988,3,3,1,"H","H0","H00",0,0,0
"70",70,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1.02461482845302,0.654117458472792,0.722752869948192,1.02461482845302,0.670218447501226,0.484402306423733,1,0.976787874943799,0.982329147431662,3,1,1,"H","H0","H00",0,0,0
"71",71,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1.00377205516389,0.902860304829558,0.627271477555726,1.00377205516389,0.906265943704661,0.568474777566057,1,0.846893186480431,0.738846622882534,3,3,2,"H","H0","H01",0,0,0
"72",72,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0.946306049370567,0.719756767037034,1.08187148068702,0.946306049370567,0.681110182722547,0.736873681893049,1,0.324862089682993,0.361969447837782,3,2,2,"H","H1","H10",0,1,1
"73",73,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0.975807709478632,0.632938777370441,0.759894645314951,0.975807709478632,0.617626538586056,0.469331099475952,1,0.998685542949684,0.900007101089786,3,1,3,"H","H1","H10",0,0,0
"74",74,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.04521781867202,1.21276131890001,0.955901323637839,1.04521781867202,1.26759974031047,1.21170026960575,1,1.47349346335952,1.89613782184381,3,3,4,"H","H1","H11",0,0,0
"75",75,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1.01444983437373,0.824958097707218,0.986432661102814,1.01444983437373,0.836878605584355,0.825524389926588,1,1.15571125381099,1.17078793005004,3,4,4,"H","H1","H11",0,1,1
"76",76,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0.991614066245504,0.610194983131174,1.71047423510167,0.991614066245504,0.60507792842531,1.03497020680018,1,0.867558704212048,0.783910168633932,3,4,5,"H","H0","H01",0,0,0
"77",77,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1.01444983437373,0.824958097707218,0.925738451475077,1.01444983437373,0.836878605584355,0.774730704406283,1,0.975160218908653,0.98788154082467,3,4,5,"H","H1","H11",0,0,0
"78",78,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.989819148436678,0.953269079400844,0.871478439632117,0.989819148436678,0.94356398840356,0.822295672306991,1,0.986002022140568,1.00276040195127,3,2,1,"H","H0","H00",0,0,1
"79",79,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1.03869589341417,0.576236714329407,0.673718762445429,1.03869589341417,0.598534708808431,0.403244063299051,1,1.53716325109374,0.488461891608891,3,1,1,"H","H1","H10",0,0,1
"80",80,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0.981461242507494,1.75073599568565,1.08678788725345,0.981461242507494,1.71827952562824,1.86740537536837,1,0.997521955344799,0.893188702336198,3,5,3,"H","H1","H10",0,0,0
"81",81,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0.920262644379937,0.645224978101554,0.739212547681662,0.920262644379937,0.593776444567723,0.438926998342266,1,0.99547364550478,0.91546343623227,3,5,3,"H","H1","H11",0,0,0
"82",82,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0.985755233532508,1.06136647415521,1.14434907194461,0.985755233532508,1.04624755659444,1.19727242041317,1,0.867362723157318,0.771765960317323,3,2,4,"H","H0","H01",0,0,0
"83",83,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0102423562848,0.83512707971485,0.541348803821229,1.0102423562848,0.843680748808377,0.456725564174414,1,0.340211423565735,0.0601538650311359,3,4,3,"H","H1","H11",0,1,1
"84",84,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0.991614066245504,0.610194983131174,0.788501502831189,0.991614066245504,0.60507792842531,0.477104855893339,1,0.867558704212048,0.783910168633932,3,4,5,"H","H0","H01",0,0,0
"85",85,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0.991614066245504,1.11503147332925,0.5650947463437,0.991614066245504,1.10568089325973,0.624814463913684,1,0.867558704212048,0.750617124576585,3,3,3,"H","H0","H00",0,0,0
"86",86,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1.04521781867202,1.08054045374242,0.687834620885111,1.04521781867202,1.12940013604752,0.776840514405839,1,0.37041562363308,0.524498882440416,3,4,1,"H","H1","H10",0,1,1
"87",87,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1.01444983437373,0.761060246467194,0.769360457004914,1.01444983437373,0.772057440977076,0.593990465624168,1,0.975160218908653,0.998413141901098,3,5,5,"H","H1","H11",0,0,0
"88",88,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1.00829840374699,1.23172318680314,0.744245822290033,1.00829840374699,1.24194452311176,0.924312022841912,1,0.988665421974183,0.887538043048647,3,4,2,"H","H1","H10",0,0,0
"89",89,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0.957956158940521,0.724054818238946,0.780358732210486,0.957956158940521,0.693612772542558,0.541266783826311,1,0.96528609768976,0.296671469231325,3,4,5,"H","H0","H01",0,0,1
"90",90,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0.976867743603744,0.542439914609676,0.715573865014058,0.976867743603744,0.529892055425361,0.379176906140969,1,1.53202614774998,2.28119002843817,3,1,1,"H","H1","H10",0,0,0
"91",91,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0.991614066245504,0.861670168400735,1.45085368275022,0.991614066245504,0.854444259450301,1.23967360052825,1,0.867558704212048,0.77929637065837,3,3,4,"H","H0","H01",0,0,0
"92",92,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0.985755233532508,1.56193283662827,1.68563399524181,0.985755233532508,1.53968346813259,2.59534279579611,1,0.867362723157318,0.750163396070911,3,4,3,"H","H0","H00",0,0,0
"93",93,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0.991614066245504,0.94737026551448,1.07276548248185,0.991614066245504,0.939425681226896,1.00778344417721,1,0.867558704212048,0.751730691364714,3,2,2,"H","H0","H00",0,0,0
"94",94,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0.985755233532508,0.7031460412952,0.863086356357974,0.985755233532508,0.693129890144409,0.59823095136754,1,0.867362723157318,3.02761164455912,3,4,4,"H","H0","H01",0,0,1
"95",95,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1.02693693585162,0.825115544847602,0.933858751929737,1.02693693585162,0.847341629349335,0.79129739644228,1,4.93642678107725,7.75374154021575,3,3,3,"H","H0","H01",0,1,1
"96",96,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1.05642868930685,0.814178283207142,0.713724331054599,1.05642868930685,0.860121296590619,0.613889497034953,1,0.86980240205304,0.747879956413439,3,2,1,"H","H0","H00",0,0,0
"97",97,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.06107952122052,1.19510800166375,0.938261880574862,1.06107952122052,1.26810462621218,1.18981423135553,1,0.99942090800992,0.988451808767833,3,2,4,"H","H0","H01",0,0,0
"98",98,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0.985755233532508,0.964175776322349,1.55890043426755,0.985755233532508,0.950441317555025,1.48164338268235,1,0.867362723157318,0.749057254008813,3,2,3,"H","H0","H00",0,0,0
"99",99,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.985755233532508,0.928044271208272,0.784799101403242,0.985755233532508,0.914824497293417,0.717953443417546,1,0.867362723157318,0.773710232188283,3,3,3,"H","H0","H01",0,0,0
"100",100,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0.957956158940521,1.35189839256947,0.885258722402175,0.957956158940521,1.29505939142371,1.14646262228669,1,0.96528609768976,0.84851374165049,3,4,2,"H","H0","H00",0,0,0
"101",101,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0.985755233532508,0.64108961118821,0.882697081388795,0.985755233532508,0.631957439392098,0.557826987313342,1,0.867362723157318,0.777617170202533,3,4,3,"H","H0","H01",0,0,0
"102",102,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.04521781867202,0.768202844371702,0.761299343813846,1.04521781867202,0.80293930129183,0.611277163195818,1,1.47349346335952,1.99145928502667,3,2,3,"H","H1","H10",0,0,0
"103",103,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0.985755233532508,0.699811156965927,1.18529334100608,0.985755233532508,0.689842510463602,0.817665733995427,1,0.867362723157318,0.750011225211205,3,1,2,"H","H0","H00",0,0,0
"104",104,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1.03869589341417,0.897712914489031,0.873976455880656,1.03869589341417,0.932450717744624,0.81493997357782,1,0.351079946463583,0.753563486712868,3,4,5,"H","H1","H11",0,1,1
"105",105,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1.01444983437373,0.948479742490849,1.0648379475495,1.01444983437373,0.96218511767668,1.02457122586951,1,0.975160218908653,0.863326476763986,3,3,2,"H","H1","H10",0,0,0
"106",106,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0.985755233532508,0.64108961118821,0.820482874412128,0.985755233532508,0.631957439392098,0.518510256378557,1,0.867362723157318,0.777617170202533,3,4,4,"H","H0","H01",0,0,0
